filenames,clean_text,label,title
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.windows.x/66975,article apr eafs ca boeing com ten eafs ca boeing com timothy e neto sounds suspiciously like company might something background first megatek series framebuffers designed x accelerators part designed sun sbus sun vendor vme systems said megatek products support multi screen multi display sigle workstation cards keyboard mouse port used provide additional displays example say hade sparcstation sbus expansion chassis could put six frambuffers allowing total six screens system could attach keyboard mice allowing mix match combination screens displays could screen display screen displays screen displays screen display screen display basically combination megatek try careful use words multi screen multi display quite different meaning least x exact definitions reason ramble like mention upper limit screens display happens define server determines screens supported server include misc h maxscreens released mit released megatek screens supported single megatek display e x server someone construed limitation x sorry clearly pointed well mr neto case nobody ever asked us course could say buy want support,5,comp.windows.x
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.med/58155,true good points well making career bit strong still believe research necessary would progressed much today unless spent many hours stanford med library done years ago clear medicine would help stopped searching thank goodness found indeed medicine helps think said kind idealistic would go one doctor get diagnosis maybe get second opinion move life example seen top specialists field country received different diagnoses top names ones people come country sort going support group fact heading support group helpful point found unproductive much productive library research make phone calls put together pieces puzzle recent movie lorenzo oil offers perfect example talking seen put doctor neither saying doctors human much us intelligent able sometimes find missing piece puzzle might otherwise gone unnoticed guess biased dizziness one weird things still unknown broken arm weak heart failing kidneys might opinion things much tangible much concise definitions treatments dizziness decide live decide live trying find way chosen latter linda lindae netcom netcom com,13,sci.med
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.sys.ibm.pc.hardware/61168,reply johnn eskimo com message apr gmt newsgroups comp sys ibm pc hardware comp sys amiga hardware comp sys sun hardware subject monitors nanao references c uw hi eskimo com distribution text follows line nanao f ipx prefer sun trinitron work vertical jitters two horizontal shadowmask thingies got one folks advertising computer shopper et al plus shipping bought cable goes sun w connector monitors xrgbs macintosh mailorder shop relax technologies happily,3,comp.sys.ibm.pc.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.med/58780,also swab inside nose bacitracin using q tip bacitracin antibiotic bought otc ointment tube doctor listen radio says apply days taking antibiotics mouth,13,sci.med
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/sci.electronics/54068,wrote program bbc basic crude took around seconds exhaustive search small amount intelligence told best combination rq best rq want write one store prefered values array search solution space using three nested loops sure could knock hour christopher,12,sci.electronics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.os.ms-windows.misc/10006,good drivers anybody actix listening upload dang drivers ftp site pleeeeeeese cheers kym kym burgemeister department mechanical engineering university adelaide south australia ph facs,2,comp.os.ms-windows.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.sys.ibm.pc.hardware/60849,possible put controller pc mean different types ie rll mfm access drives cmos setup show configured low level writes controller example put rll controller drives machine put mfm controller drives connected drives controllers different types also put controllers type pc access asked question never tried anyone done supply info would pleased thanx advance info,3,comp.sys.ibm.pc.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.crypt/15235,,11,sci.crypt
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.electronics/53573,easy way solve problem use two op amps form balanced low z output solution provide galvanic isolation keyboard whatever plugged mixer tight requiremets demanded hum snap crackle pop sounds formed ground loops tolerated op amp solution looking cheap somewhat di box sure craig anderton introduce one di box project guitar player mag years ago transformerless hope helps email details wanted heikki paananen heke stekt oulu fi university oulu department electrical engineering student finland,12,sci.electronics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.sys.mac.hardware/52026,problems bunch se one labs fault machines either bomb freeze attempting write internal floppies internal floppies tested fine means main board fault machines come batch date code back machines december machine batch user experience fault warranty repair feedback would appreciated post results net bill,4,comp.sys.mac.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.sport.baseball/104814,dummy hoy late th century baseball player deaf order able find whether pitch ball strike umpires developed hand signals also helped relieve stress umpires vocal cords shout strike ball times game heard one worthwhile baseball book john thorn ever authored century baseball lore,9,rec.sport.baseball
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/soc.religion.christian/21455,ofm comments disagreement serious struggle going jesus typically uses consequences threat quite different hell classic tm jesus sound like usual hell fire type preacher attracts people stongest example jesus preaching parable lazarus dives parable case point fear based response christ freeing life affirming choice good news meaningful sense plenty good reasons follow jesus nothing fear literal hell still pertain overcoming present struggle god disloyal opposition faith based fear built rock found faith ice fear removed would foundation basically matters think many christians solid basis relating living incarnate god cannot fully open working god life response god motivated fear larry overacker llo shell com,15,soc.religion.christian
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.sport.hockey/53648,aargh paul stewart worst biased ref presently nhl called total penalties habs one nordiques nords penalty came stewart ex nordique looking call penalties habs letting nords get away murder robbed excellent game plenty end end rushes tremendous goalkeeping nords tied minute go lebeau serving penalty mind stewart calling penalty last min game least fair nords caught hand cookie jar stewart turned cheek bastard patrick roy collapsed letting tieing goal shaky knees rest night winning goal gone get wrong blaming loss stewart habs plenty chances capitalize muller leclair haller etc failed put puck net mr stewart help matters oh well least bruins lost also ha ha ooo ooo czar mainframe computing jbe musicb mcgill ca mcgill university sexy cobol habs beat nords let go expos hickory dickory doc took good look cock really scary rinkled hairy smells like year old sock andrew dice clay,10,rec.sport.hockey
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.mideast/75980,brads post deleted tell young men also attack syrian troops must guarantee peace happens seems many lebanese youth unable restrain violence unable realize actions prolong israels stay south lebanon lebanese army able maintain peace israel would israel prefers soldiers die rather children israel withdraw lebanon peace treaty signed day withdraw casualties would tell lebanese people need push israel around kill soldiers gonna happen israel demand holding buffer zone seems better bargaining position holding neighbors land lebanon willing agree conditions israel would quite probably left already unfortunately seem lebanese disarm hizbolah maintain peace adam adam shostack adam das harvard edu,17,talk.politics.mideast
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/talk.religion.misc/84210,ra robert keep making references orthodox belief saying ra things like held cf kermit thread ra exact body theology drawing call orthodox orthodox compound word comes orthos straight true right doxa opinion doctrine teaching use orthodox refer right teaching right teaching derived letting god speak us bible reading simple truths scriptures using bible interpret bible ra holds luke meant said meant think apparent reading scriptures pertinent luke records christ promise repentant thief hung adjacent cross truly say today paradise later christ rose dead ascended heaven christ heaven sunday could repentant thief answer lies location paradise jesus died apparently paradise exalted heaven easter day jesus refers middle story rich man lazarus abraham bosom godly beggar lazarus carried angels decease luke thus abraham bosom referred place souls redeemed waited till day christ resurrection yet lifted heaven may well section hades hebrew sheol reserved believers died faith would admitted glorious presence god heaven price redemption actually paid calvary even none would precede presence jesus back glory father doubtless infernal paradise souls jesus repentant thief repaired died friday afternoon sunday risen christ first appeared mary magdalene john two companions matthew presumably took glory inhabitants infernal paradise including abraham lazarus repentant thief read ephesians concerning christ ascending high led captivity captive gave gifts unto men verse continues ascended mean also descended lowest parts earth e hades verse adds descended ascended heavens presumably led whole band liberated captives hades e whole population preresurrection paradise glory heaven ra whenever personal interpretation biblical passages ra challenged response seems one needs merely ra look bible order see truth ra see biblical things differently think characterization faulty whenever personal interpretation questioned usually give reason see things differently please put forward valid difference discuss seem seeing notion difference one views bible somehow legitimate except course stuff glean put forward contrary view perhaps discussion topic decry something put forward without putting forward something else discuss dismiss put forward giving credence alleged views yet put forward simply contentious ra simply assume one really ra understands believe something drawn scripture wrong please show scripture wrong simply stating views proof show scripture go,19,talk.religion.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/sci.med/59539,best thing leave work way surface anything stick try clean going push wax eardrum pack solid thus impairing hearing,13,sci.med
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/talk.politics.mideast/77218,yedi ot ahronot april excerpt one nevo reference general azri el nevo shamir military secretary irrelevant excerpt nahum barne mid shabak found center another storm year half earlier khaled sheikh ali member islamic jihad died shabak installation gaza prison two shabak interrogators responsible death put trial september supreme court rejected appeal sentenced months prison far known first time israel history shabak operatives sent prison supreme court unanimously rejected warning director shabak sentence detrimental effectiveness interrogators judges case barak goldberg matza realized interrogators agreed talk deputy state attorney rachel sukkar sp placed charge investigating affair questioned directors shabak divisions investigated matter death gaza prison discovered torture also culture lies judge landau described report two years still much existence nothing changed report classified seen ten people among prime minister people top judicial system judge landau director shabak claimed know dealing single jail low ranking people system bit bullet accepted explanation one shabak high ranking officials transfered high position less high position culture lies referred shabak interrogators policy lying court denying detainees claims tortured course interrogation landau commission sought correct problem legalizing list torture methods thus eliminating fear detainee might released methods used extract confession fact need lie still persists would seem indicate shabak sticking approved torture methods yigal,17,talk.politics.mideast
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.autos/103704,bsw utrc utc com bruce winters subject warped brake discs taurus l past years owned mustang gts bird sc problem recall bird brake problem ford dealer replaced rotors pads rotors warp k miles problem fit finish problems bird never buy ford rotors taurus gl changed less miles ago guessed noticing slight warpage left rotor mechanic friend mine look said high spot rotor causing problem brand new rotor bought ford dealership even produce brand new rotor warped currently negotiating swap new rotor first american build car overly impressed tony,7,rec.autos
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.mideast/75372,josie hadas see notice recent posting fbi found josie hadas simply alias taken salameh sources information chronology including ny daily news march reports arrest josie hadas copy foreign press reports release shortly afterwards source alias story pray tell fbi arrest release alias relationship person israeli mussad zilch zero nothing like iq idiot posted absurdity first place,17,talk.politics.mideast
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/sci.space/61374,copy allen never occurred look must getting old look get home thanks remembered rather higher number may lunar nearside earth significant heat source,14,sci.space
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/misc.forsale/76024,sale honda xr r dirt bike bought new dealer ridden hours garage kept well cared bike mint condition perfect size lady young adult price firm disappointed ohio kentucky indiana inquiries preferred please work leave voicemail please,6,misc.forsale
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.misc/178457,william fractl tn cornell edu said response dave borden william reason country still stands years uses military conscription force young men fight causes believe strongly enough volunteer military service support perhaps fact country still standing good news,18,talk.politics.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.windows.x/67451,please subscrive,5,comp.windows.x
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.windows.x/68194,looking scaling code realized follwing problem resolution x foints due installation problem x server font server rescale best font find meet requirements means server return response like following adobe helvetica medium normal p iso ask follwogin adobe helvetica medium normal p iso generate try always use known pixel sizes,5,comp.windows.x
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.med/58818,think agree much however paragraphs seem repeat uncritically standard kuhn lakatos feyerabend view progress rationality science since addressed issues newsgroup distant past go wrong observation explicitly gives impression may fact hold view common perhaps even correct approach scientist follow sit around flights fancy scheming basis jealousies petty hatreds least implicitly advances position sciences goes forward clear means given context occurs generating completely non rational even random way plethora hypotheses theories weeded via critical function science though critical function less subject non rational forces mystery experimental design hypotheses creation theory construction subject jealousies petty hatreds must equally true application critical function concerning replication leads one ala feyerabend anything goes view true generation part totally irrational typically anecdotes concerning instances hypothesis seems resulted way dream one political views simply generalize well actual history science,13,sci.med
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.space/61136,careful making statements solid state generally reliable analog get nasty follow tommy mac pat wait minute pat pleased see suffering bugaboos small mind insisting perfect safety people balls live real world mary shafer nasa ames dryden,14,sci.space
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.religion.misc/83529,think passage looking following matthew think come abolish law prophets come abolish fulfil matthew truly say till heaven earth pass away iota dot pass law accomplished matthew whoever relaxes one least commandments teaches men shall called least kingdom heaven teaches shall called great kingdom heaven matthew tell unless righteousness exceeds scribes pharisees never enter kingdom heaven several problems serious law regarded jews time binding jews gentiles rules binding human beings called noachic laws quite minimal issue church face jesus death gentiles wanted follow christ decision impose law say law abolished simply acknowledged fact apply gentiles simple answer think everyone agree discussion issue less terms recorded acts however involved order get full picture role law come grips paul apparent rejection law relates jesus commendation law least read paul says law serves purpose certain sense superceded issue one abolition law middle discussion paul notes might understood way assures us intends say rather sees law primarily present convict people sinfulness ultimately impossible standard one superceded christ paul comments world clearest everyone agrees reading interesting thing notice even radical position entail abolition law still remains uncompromising standard iota dot may removed purpose convicting sin important relaxed however christians end ultimately live faith law theoretical categories use rather different end think jesus paul come rather similar conclusion quoted passage mat taken context rest sermon mount jesus shows us interprets law iota dot would suggest rather literal reading fact jesus approach jesus interpretations emphasize intent law stay away ceremonial details indeed well known taking rather free attitude towards sabbath kosher laws scholars claim mat needs taken context st cent jewish discussions jesus accuses opponents caring giving tenth even minor herbs neglecting things really matter justice mercy faith caring cups plates cleaned fact inside people use full extortion rapacity mat discussion later mat suggest jesus specific view law mind talks maintaining law full strength thinking aspects paul conclusion similar talks law superceded specific examples gives involve ceremonial law circumcision sabbath quite concerned maintaining moral standards net result paul talks law superceded jesus talks law maintained believe talking different aspects law paul embroiled arguments circumcision natural letters responding specific situations looking aspect law currently causing trouble law specifically jewish ceremonies certainly intend abolish divine standards conduct hand jesus commends law seems talking law broadest implications morals human relationships deemphasizing aspects later give paul much trouble,19,talk.religion.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.motorcycles/104647,well looked manage find listings tnn anybody taped vhs could persuaded lend watch would greatful,8,rec.motorcycles
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/talk.politics.guns/54748,,16,talk.politics.guns
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.motorcycles/104631,real stupid remarks lots serious dribble real reason hey really care someone sends email telling fuck get rather pissed posted net could really care less sending mail childish mr infant e infant give years grow maybe learn network etiquette stand flames brains stay newsgroup kind catchy n est pas,8,rec.motorcycles
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/alt.atheism/53812,received new information regarding issue bcci whether islamic bank etc post heading bcci look,0,alt.atheism
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/sci.electronics/54158,hosfelt stock vf nm mcd mfg liton call disclaimer dont know guys bar soap price looks reasonable,12,sci.electronics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.electronics/52810,got question dad really answer appreciate net wisdom question diameter balls attached electric power lines area seen half dozen two poles neither us experience electric power distribution guess may capacitive device equalize inductance grid many two poles anyone know really related faq better group submit appreciate enlightenment,12,sci.electronics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.med/58893,remember hearing years back new therapy hyperactivity involved aggressively eliminating artificial coloring flavoring diet theory backed interesting anecdotal results certain people way sensitive chemicals people remember connection made seizures certainly hurt try natural diet,13,sci.med
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.motorcycles/104444,persob kinda like people wave return wave harley harley riders seldom wave back duck squids wave return waves ever even tell michael manning mmanning icomsim com nextmail accepted,8,rec.motorcycles
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.sport.baseball/104624,hey guys jack morris fella joking try lighten ya season started everyone apoplectic statheads trying justify morris moment remember talking small sample size helluva long way go sit back enjoy ride,9,rec.sport.baseball
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/alt.atheism/53404,necessarily disagree assertion disagree reasoning faith bad dogma bad religion faith dogma religion bad bad religion bad unfortunately never state faith dogma dangerous believe faith dogma dangerous happened waco missing point branch davidians made mistake confusing message messenger believed koresh prophet therefore believed everything said problem religion followers die faith dogma died zealotry case children zealotry parents christians totally irrational irrational respect religion saying one belief christian god make one totally irrational think know getting rather hear expand subject statement general christian perfectly capable philosopher absolutely capable changing mind faith god belief beliefs may change would assert atheists would make poor philosophers predisposed believe god course may show unfair bias studying say religion christianity prison eh ever heard parole read far much subject christian one follows religion based teachings man named jesus christ nowhere definition imply one cannot change one mind prison however decide leave one voluntary two compatible prefer think religion water pistol filled urine seriously though certainly religions condemn groups people common target infidel curious alternately atheist non insert specific religious affiliation person different race egyptian please explain thinking kills people please state answer waco see conscientious peacenik raise religious zealot bad acne way aware mass suicide problem waco jonestown isolated incidents mass suicides far common,0,alt.atheism
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.sport.hockey/52559,last night sharks broadcast commissioner bettman interviewed first intermission made bones expansion permanent hold satisfied current allotment fully stable means cities looking club foreseeable future wait one team location fails looks relocate good imo sense expanding means failing franchises mold,10,rec.sport.hockey
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.os.ms-windows.misc/9720,hi folks end summer planning getting new computer dx dx poking around computer shopper anyway saw ads diamond viper local bus mb memory million winmarks wondering anyone experience good bad worth money etc information would nice also questions anyone know good cheap x ni monitor good cd rom drive meets mpc standards controlled via scsi mb tape drive scsi,2,comp.os.ms-windows.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.os.ms-windows.misc/9713,,2,comp.os.ms-windows.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.windows.x/67219,hello recently printing lot files school laser printer feeling guilty please help showing get post script viewer x windows thank help,5,comp.windows.x
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.sport.baseball/102599,point really thought written pro sdcn anti mediot poster blessed certain talent sarcasm biting remarks somebody like instance lurid overstatements obviously intended humiliate original poster scales lifted eyes looks like robert really serious oh well compare performance phillies edition outstanding run producers every position except ss yet finished frustrating sub level folks ever amount anything neither squad imho parallels previous years teams year editions style braves orioles greg mockingbird franklin interracial mixing encompasses lot lot f ccit arizona edu mingling g races robohen,9,rec.sport.baseball
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/talk.politics.guns/55062,,16,talk.politics.guns
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.motorcycles/104978,spring break went four corners area back beautiful stop made utah needles overlook though bit east appear going highly recommend imho far beautiful grand canyon well marked one paved roads us heading north monticello order get right place clarify needles overlook recreation area heading north monticello second turnoff may marked anticline overlook anticline overlook dirt matters miles past needles overlook road overlook paved reasonably maintained ran mph looking overlook like god looking world far way see,8,rec.motorcycles
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.sport.hockey/53871,game adirondack cdi adirondack leads series first round springfield indians vs providence bruins gm springfield providence gm springfield providence gm providence springfield gm providence springfield gm springfield providence gm providence springfield gm springfield providence cd islanders vs adirondack red wings gm adirondack cdi gm cdi adirondack gm adirondack cdi gm adirondack cdi gm cdi adirondack gm adirondack cdi gm cdi adirondack baltimore skipjacks binghamton rangers gm baltimore binghamton gm baltimore binghamton gm binghamton baltimore gm binghamton baltimore gm baltimore binghamton gm binghmaton baltimore gm baltimore binghamton utica devils vs rochester americans gm utica rochester gm utica rochester gm rochester utica gm rochester utica gm utica rochester gm rochester utica gm utica rochester moncton hawks vs st john maple leafs gm st john moncton gm moncton vs st john halifax gm st john moncton gm st john moncton gm moncton vs st john halifax gm st john moncton gm moncton vs st john halifax cape breton oilers vs fredericton canadiens gm fredericton cape breton ot gm cape breton fredericton gm fredericton cape breton gm fredericton cape breton gm cape breton fredericton gm fredericton cape breton gm cape breton fredericton,10,rec.sport.hockey
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.mideast/76360,dr goebels thought lie repeated enough times could finally believed observing poly practicing goebels rule quite loyally poly audience mostly made greeks allowed listen turkish news however today informed world greek propagandists fool instance lived remember tv news watched newspapers read younger generation read american newspapers july august find really happened turkiye greek hospital greek girls lycee alumni association principo islands greek benevolent society greek medical foundation principo greek orphanage foundation yovakimion greek girls lycee foundation fener greek men lycee foundation greece longstanding use adjective turkish titles signboards prohibited greek courts ordered closure turkish teachers association komotini turkish youth association ksanti turkish association grounds turks western thrace community associations active first told remove word turkish buildings official papers eventually close also final verdict november greek high court city komotini former greek parliamentarian turkish parentage sentenced recently months imprisonment right appeal saying outloud turkish descent duly elected ethnic turkish official also deprived political rights period three years one barbaric acts seems none vehicle used greek governments cover inferiority complex display vis vis people turkiye agreement exchange minorities uses term turks demonstrates actually meant previous reference muslims fact greek governments also mention existence thousand non turkish muslims change essential reality lives western thrace much bigger turkish minority pomaks also muslim people three nations bulgarians turks greeks consider part know muslim turkish minority organized according agreements poor poly also proves turkish people trapped greece greek people free settle anywhere world greek authorities deny even existence turkish minority pursue denial connection macedonians greece talk oppression addition democratic greek parliament passed law virtually taking administration vakiflar charitable trusts ceased self supporting religious cultural entities talk fascism greek governments attempting appoint muftus irrespective turkish minority state official although orthodox church full authority similar matters greece muslim turkish minority say electing religious leaders talk democracy government greece recently destroyed islamic convention komotini destruction reflects attitude muslim turkish cultural heritage violation lausanne convention well called greek constitution supposed guarantee protection historical monuments government greece hand building new churches remote villages complementary step toward hellenizing region pondered sidiropoulos president macedonian human rights committee became latest victim tactic long used greeks silence critics policies forced assimilation macedonian minority forestry official occupation sidiropoulos sent internal exile island kefalonia hundreds kilometers away native florina employer florina city council asked depart hours greek authorities trying punish involvement copenhagen returned florina choice remains without job helsinki watch well known human rights group investigating plight turkish minority greece august findings published report titled destroying ethnic identity turks greece report confirmed gross violations human rights turkish minority greek authorities says instance greek government recently destroyed islamic convent komotini destruction reflects attitude muslim turkish cultural heritage violation lausanne convention turkish cemeteries village vafeika pinarlik attacked tombstones broken cemetery karotas razed bulldozers shall go people turkiye going take human rights lessons greek government discussion human rights violations greece stop greek frontier several following articles shall dwell expose greek treatment turks western thrace aegean macedonians reported greek cypriot administration intense desire arms greece made plans supply tanks armored vehicles destroy accordance agreement reached conventional arms reductions europe meanwhile greek greek cypriot officials reported planned take ostentatious measures aimed camouflaging transfer tanks armored vehicles southern cyprus process conflict spirit agreement conventional arms reduction europe acceptable method may certainly found know various kinds violent behaviors ranging physical attacks burning buildings rugs amfia village mosque dragged front building burnt shots fired mosque village aryana wait greek atrocities vilayet smyrna may july inedited documents evidence english french officers published permanent bureau turkish congress lausanne lausanne imprimerie petter giesser held caroline pages train going denizli smyrna stopped ephesus turkish travellers men women ordered descend open street eyes husbands fathers brothers women without distinction age violated travellers massacred amongst latter lieutenant salih effendi native tripoli captain whose name known hellenic authorities given safe conduct killed specially atrocious tortures battle wife lawyer enver bey coming garden maltreated greek soldiers even stript garments servant assie violated two tax gatherers mustapha ali effendi killed following manner arms bound behind backs wire heads battered burst open blows butt end gun firing town eleven children six little girls five boys fleeing flames stopped greek soldiers ramazan pacha quarter thrown burning jewish house near bridge burnt alive fact confirmed oath retired commandant hussein hussni effendi saw clock maker ahmed effendi son sadi arrested dragged shop son eyes put killed court greek church ahmed effendi heard market fire two unknown people wounded bayonets bound together thrown fire burnt alive greeks killed also many jews names moussa malki shoemaker killed bohor levy tailor killed bohor israel cobbler killed isaac calvo shoemaker killed david aroguete killed moussa lerosse killed gioia katan killed meryem malki killed soultan gharib killed isaac sabah wounded moche fahmi wounded david sabah wounded moise bensignor killed sarah bendi killed jacob jaffe wounded aslan halegna wounded serdar argic,17,talk.politics.mideast
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/alt.atheism/53239,also add impossible actually tell one rejects god therefore choose punish talk,0,alt.atheism
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.windows.x/67475,alas stop using brian,5,comp.windows.x
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.graphics/37914,dmorf dave morph think means dtax dave tga assembler available msdos uploads directory wuarchive arjed bundled respective xmemory versions dmorfx exe dtax exe also find version aaplay exe view files create dta exe dtax exe downloaded whole bunch last week morphing away afternoons since programmes bit buggy definitely ready spread masses well written interface frustrating first gets easy figure tricks noticed dmorfx crash horribly try morph without using splines option sure since source think written tp anyone else comes hints getting thing work right tell took several hours first time figure used durned splines would work,1,comp.graphics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.sport.hockey/54294,yep though reasons relatively quiet simple last year woofed went canucks look got domi got tossed nd high sticking major playing kris king stu barnes line arguably best first two games definitely good thing every little cheer helps evan good thing net need voice operate one sunday night get home hope white noise come one thing say though vancouver keep steve armitage john garrett broadcast team two bad especially spoiled wittman least four five times steve called barnes selanne whoops,10,rec.sport.hockey
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/alt.atheism/51185,replying person attempted justify fatwa rushdie grounds work intentionally insulting think take single sentence fairly long posting say know seems implying best quite disingenuous perhaps even dishonest anyone care dig back read full posting see nothing kind trust deny islamic teaching something fatwa rushdie,0,alt.atheism
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.electronics/53552,greetings seeing word storage mentioned around oscilliscopes curious mean life depended say scope uses long persistance phosphor keep successive taces screen unit time store get live also shopping decent used old scope since tek portable heathkit single trace need like least mhz maybe shopping hamfests etc run problem old scope terminology imagine mainframe plug things like storage coax input hey get probe fits fiddle mine week got anything resembling good trace come bnc connectors unblanking huh oh like manuals many changes made along way schematic scopes even identical model numbers different better response performance others pick better one rule higher sn better apply take care,12,sci.electronics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.graphics/38552,hi come across fast triangle fill draw routine mode h calling routine enough times fast polygon drawing routine think ftp ed wuarchive wustl edu pub msdos uploads programming copy reupload triangle txt file say,1,comp.graphics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.space/61133,henry little joe big joe get built year months little joe months big joe thought saw something old mercury film,14,sci.space
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.misc/178498,read programs ran problems convincing parents get children immunized even delivered doorstep know maybe sheet informed possible risks side effects bad reactions scares,18,talk.politics.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.motorcycles/104336,animal rights people know bike riding dogs cats racoons,8,rec.motorcycles
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.med/59127,purposefully left page numbers encourage reader study volumes mentioned benefit therefrom,13,sci.med
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.electronics/53782,december illegal operate radar detector state virginia one got caught one got fined ask know federal communications act made legal operate radio receiver kind frequency including x k ka bands united states electronic communications privacy act restricted fca making illegal receive land mobile telephone service including believe cellular phones restriction placed receiving radar curiously cordless phones enforcement virginia law violation fca lots time money lawyer argue federal court try law overturned hardly wait see responses one somebody say,12,sci.electronics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.sys.mac.hardware/51722,changed battery thing shortly problem first happened noticed inordinate number bus errors lately,4,comp.sys.mac.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.autos/103775,taking car car wash hurt car finish better hand wash month take car wash anyway detailing places worth money good careful job washing waxing detail place going worth reply email address pfk crux cit cornell edu pk,7,rec.autos
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.sys.ibm.pc.hardware/58828,program archive keymap zip simtel mirror sites msdos keyboard directory written assembler best compiler create new keyboard map possible however use binary editor edit provided compiled keyboard driver compiler used hexed zip also available simtel simply serach codes locate biginning normal keyboard map swap codes keys wish swap see keyboard directory simtel programs report scancode key bios programs also info good luck pete,3,comp.sys.ibm.pc.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.sys.mac.hardware/51837,ready take bold step around accelerating rather large collection stock macplus computers yes indeed difficult comprehend anyone would want accelerate macplus another story suffuce say get accelerators easier new machines hey make rules anyway purpose post looking info macplus acelerators far found lit novy accelerator micrmac multispeed accelartor look acceptable would like hear anyone tried also someone would recommend another accelerator macplus like hear thanks time effort expend,4,comp.sys.mac.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.autos/103001,sorry last post server neglected send message,7,rec.autos
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.os.ms-windows.misc/9625,hi anybody tried compile ctrltest mfc samples directory compiling mfc libs bwc seems bwc able distinguish pointers overloaded functions example imagine following overloaded functions void name void void name int trying whole day think bwc impossible take adress one two functions assign properly defined function pointer right anybody else problem,2,comp.os.ms-windows.misc
